id	chr	strand	skip_start	in_start	in_stop	skip_stop	event_class
4318	chr5	-	54965708	54968392	54968523	54993674	c
4319	chr5	-	59983055	59983553	59983665	59995873	c
4320	chr5	-	60083259	60095008	60095057	60139987	c
4321	chr5	-	68975128	68976594	68976626	69876199	c
4322	chr5	-	74059592	74060861	74060977	74062763	c
4323	chr5	-	74685513	74695136	74695212	74696030	c
4324	chr5	-	75001613	75003563	75003700	75008679	c
4325	chr5	-	76759052	76760587	76760634	76785282	c
4326	chr5	-	78693461	78742877	78742968	78746813	c
4327	chr5	-	82357731	82360828	82360936	82373140	c
4328	chr5	-	92747216	92774410	92774447	92889467	c
4329	chr5	-	93388933	93410352	93410465	93447216	c
4330	chr5	-	93300229	93386437	93386536	93388831	c
4331	chr5	-	94289024	94353072	94353188	94417130	c
4332	chr5	-	101811498	101813381	101813565	101815881	c
4333	chr5	-	102423877	102433295	102433485	102440245	c
4334	chr5	-	102423877	102433019	102433194	102433294	c
4335	chr5	-	114552671	114566674	114566718	114572087	c
4336	chr5	-	114604698	114605401	114605495	114606910	c
4337	chr5	-	115168362	115173326	115173461	115177087	c
4338	chr5	-	131531174	131533900	131533964	131534014	c
4339	chr5	-	132042152	132044600	132044670	132046651	c
4340	chr5	-	132160112	132160308	132160513	132160710	c
4341	chr5	-	133509714	133510154	133510205	133512546	c
4342	chr5	-	133959728	133967768	133967885	133968418	c
4343	chr5	-	133948447	133953883	133954003	133956623	c
4344	chr5	-	135602125	135610362	135610525	135651285	c
4345	chr5	-	137045546	137056155	137056273	137071322	c
4346	chr5	-	137488450	137492604	137492956	137495244	c
4347	chr5	-	137655064	137661711	137661743	137664173	c
4348	chr5	-	138463543	138532131	138532217	138533958	c
4349	chr5	-	138775182	138777977	138778173	138779374	c
4350	chr5	-	138860928	138861064	138861289	138861795	c
4351	chr5	-	139940090	139940225	139940339	139940603	c
4352	chr5	-	140966765	140967792	140967817	140998365	c
4353	chr5	-	141008874	141009252	141009306	141009427	c
4354	chr5	-	141008207	141008741	141008873	141009251	c
4355	chr5	-	141041357	141041611	141041822	141044489	c
4356	chr5	-	147845489	147863824	147863942	147889019	c
4357	chr5	-	149782189	149782685	149782875	149784243	c
4358	chr5	-	150113038	150121677	150121719	150133041	c
4359	chr5	-	150278117	150282704	150282744	150283426	c
4360	chr5	-	150668032	150668496	150668617	150672925	c
4361	chr5	-	151126011	151131266	151131337	151138107	c
4362	chr5	-	152000343	152002792	152002912	152064221	c
4363	chr5	-	154217739	154218124	154218499	154230043	c
4364	chr5	-	156525913	156531678	156531760	156533638	c
4365	chr5	-	171384703	171423895	171424055	171433462	c
4366	chr5	-	176385156	176395557	176396050	176396602	c
4367	chr5	-	176737542	176737670	176737698	176738380	c
4368	chr5	-	176918148	176918406	176918421	176918808	c
4369	chr5	-	176932112	176935239	176935543	176936476	c
4370	chr5	-	177175701	177177961	177178053	177180177	c
4371	chr5	-	177651731	177656942	177657100	177658406	c
4372	chr5	-	177697365	177715326	177715351	177717363	c
4373	chr5	-	178404431	178405333	178406740	178408784	c
4374	chr5	-	179043220	179043901	179043959	179044022	c
4375	chr5	-	179041961	179042548	179042596	179043127	c
4376	chr5	-	179226176	179226251	179226307	179226506	c
4377	chr6	+	304662	311881	311962	335114	c
4378	chr6	+	3000320	3002285	3002520	3003903	c
4379	chr6	+	3012909	3015765	3015877	3017118	c
4380	chr6	+	3064294	3073874	3074036	3076998	c
4381	chr6	+	3064294	3077059	3077221	3078013	c
4382	chr6	+	3259431	3263919	3263993	3267825	c
4383	chr6	+	3263994	3264444	3264559	3267825	c
4384	chr6	+	4062534	4062792	4062867	4063308	c
4385	chr6	+	10695303	10697558	10697719	10702602	c
4386	chr6	+	10749932	10755376	10755465	10770310	c
4387	chr6	+	18186042	18191429	18191612	18197288	c
4388	chr6	+	20546755	20548825	20548936	20649524	c
4389	chr6	+	25652714	25653611	25653680	25661780	c
4390	chr6	+	25762282	25768565	25768663	25769213	c
4391	chr6	+	26124862	26127927	26127989	26138282	c
4392	chr6	+	26458371	26458836	26458946	26459709	c
4393	chr6	+	27218586	27219530	27219819	27220587	c
4394	chr6	+	27218586	27218822	27218898	27220587	c
4395	chr6	+	27806844	27806888	27807260	27809342	c
4396	chr6	+	28109808	28112110	28112202	28116094	c
4397	chr6	+	28317845	28317916	28318165	28327302	c
4398	chr6	+	28331163	28331470	28331592	28333203	c
4399	chr6	+	28497382	28499556	28499672	28500098	c
4400	chr6	+	29427962	29428182	29428231	29429252	c
4401	chr6	+	29625075	29632487	29632544	29633929	c
4402	chr6	+	29693821	29693957	29694003	29694180	c
4403	chr6	+	29857382	29857485	29857600	29858041	c
4404	chr6	+	29976240	29976363	29976478	29976815	c
4405	chr6	+	30307708	30308050	30308138	30308282	c
4406	chr6	+	30313176	30313269	30313350	30314209	c
4407	chr6	+	30862449	30863182	30863291	30864398	c
4408	chr6	+	30613752	30613845	30613886	30614246	c
4409	chr6	+	30608200	30608313	30608380	30609953	c
4410	chr6	+	31126500	31126675	31126812	31126920	c
4411	chr6	+	31555511	31555727	31555742	31556295	c
4412	chr6	+	31555096	31555419	31555510	31556340	c
4413	chr6	+	31691764	31691920	31692009	31692364	c
4414	chr6	+	31691764	31692365	31692404	31692542	c
4415	chr6	+	31729558	31729596	31729642	31729643	c
4416	chr6	+	31802978	31803189	31803228	31805013	c
4417	chr6	+	32122555	32122808	32122960	32123465	c
4418	chr6	+	33053009	33053322	33053353	33053556	c
4419	chr6	+	33382922	33383013	33383106	33383367	c
4420	chr6	+	35201079	35203224	35203270	35205679	c
4421	chr6	+	35260822	35261529	35261692	35262233	c
4422	chr6	+	35253986	35254100	35254176	35255423	c
4423	chr6	+	35378995	35389598	35389735	35391723	c
4424	chr6	+	35745359	35745629	35745706	35747132	c
4425	chr6	+	36021815	36098099	36098262	36098332	c
4426	chr6	+	36853805	36862281	36862379	36867202	c
4427	chr6	+	37322052	37326960	37327118	37328222	c
4428	chr6	+	37344810	37348927	37349130	37358518	c
4429	chr6	+	38691248	38697679	38697762	38702250	c
4430	chr6	+	41046904	41048554	41048633	41051785	c
4431	chr6	+	42146168	42146265	42146293	42146540	c
4432	chr6	+	42584954	42584979	42585076	42585147	c
4433	chr6	+	42641932	42643795	42643929	42644521	c
4434	chr6	+	42847690	42848705	42848820	42851189	c
4435	chr6	+	42852489	42853713	42853821	42853994	c
4436	chr6	+	42976214	42976432	42976484	42976795	c
4437	chr6	+	42952443	42974202	42974344	42974672	c
4438	chr6	+	42985085	42985258	42985433	42985591	c
4439	chr6	+	43097568	43097969	43098158	43098249	c
4440	chr6	+	43154194	43154985	43155177	43155451	c
4441	chr6	+	43395706	43395707	43395877	43400973	c
4442	chr6	+	44191693	44193799	44193904	44195000	c
4443	chr6	+	46665825	46668737	46668799	46669595	c
4444	chr6	+	50786686	50789848	50789873	50791120	c
4445	chr6	+	52947417	52955691	52955759	52957227	c
4446	chr6	+	52930591	52935856	52935941	52938279	c
4447	chr6	+	56857354	56879261	56879323	56879931	c
4448	chr6	+	57013492	57015518	57015660	57017019	c
4449	chr6	+	71377845	71408979	71409153	71442081	c
4450	chr6	+	71483129	71501393	71501472	71508360	c
4451	chr6	+	72974756	72975094	72975206	72975663	c
4452	chr6	+	74189850	74190017	74190090	74190398	c
4453	chr6	+	76602408	76604949	76604977	76617322	c
4454	chr6	+	83777499	83806451	83806542	83806644	c
4455	chr6	+	83872639	83874380	83874438	83877581	c
4456	chr6	+	88321967	88326033	88326145	88331072	c
4457	chr6	+	90566919	90575673	90578801	90581008	c
4458	chr6	+	107077581	107087977	107088081	107088224	c
4459	chr6	+	108883033	108984659	108986092	109001030	c
4460	chr6	+	109416779	109427239	109427293	109461624	c
4461	chr6	+	109669751	109674043	109674117	109676051	c
4462	chr6	+	112375609	112381217	112381278	112382194	c
4463	chr6	+	116782593	116783036	116783617	116784446	c
4464	chr6	+	116944166	116948793	116949532	116950730	c
4465	chr6	+	116949533	116950731	116950865	116951598	c
4466	chr6	+	117842740	117846526	117846597	117853423	c
4467	chr6	+	122744832	122749049	122749101	122752575	c
4468	chr6	+	123126235	123127379	123127502	123130236	c
4469	chr6	+	126320760	126327989	126328100	126329538	c
4470	chr6	+	130370539	130370902	130370975	130372394	c
4471	chr6	+	131571757	131574178	131574245	131602670	c
4472	chr6	+	131904305	131904496	131904631	131904945	c
4473	chr6	+	131894480	131897804	131897875	131900251	c
4474	chr6	+	135515599	135516099	135516219	135516886	c
4475	chr6	+	135517056	135517865	135518046	135520046	c
4476	chr6	+	142519753	142525123	142525202	142539635	c
4477	chr6	+	147660375	147660474	147660520	147674459	c
4478	chr6	+	150715392	150716592	150716702	150719191	c
4479	chr6	+	151773722	151775684	151775788	151779463	c
4480	chr6	+	153019234	153042878	153043388	153043898	c
4481	chr6	+	154412608	154415346	154415453	154439817	c
4482	chr6	+	155182133	155228865	155230000	155265250	c
4483	chr6	+	155055065	155063091	155063152	155095123	c
4484	chr6	+	157256711	157357970	157358010	157405796	c
4485	chr6	+	158487668	158489680	158489760	158490565	c
4486	chr6	+	167709750	167711434	167711558	167717407	c
4487	chr6	-	170176162	170176431	170176507	170179278	c
4488	chr6	-	170176162	170176552	170176769	170179278	c
4489	chr6	-	637862	689140	689212	693019	c
4490	chr6	-	5109726	5216852	5216971	5260881	c
4491	chr6	-	7355345	7356259	7356362	7365701	c
4492	chr6	-	8430391	8434619	8434663	8435672	c
4493	chr6	-	9708206	9750485	9750591	9769164	c
4494	chr6	-	13802579	13803963	13804547	13807157	c
4495	chr6	-	15652372	15660615	15660752	15663045	c
4496	chr6	-	15638036	15651545	15651594	15652318	c
4497	chr6	-	24480188	24486304	24486358	24489643	c
4498	chr6	-	25109810	25110185	25110331	25115219	c
4499	chr6	-	30656720	30657054	30657229	30657824	c
4500	chr6	-	31236951	31237116	31237158	31237270	c
4501	chr6	-	31237863	31322885	31323000	31323094	c
4502	chr6	-	31616529	31616689	31616741	31616976	c
4503	chr6	-	31607004	31607278	31607423	31607976	c
4504	chr6	-	31766285	31773853	31773919	31774532	c
4505	chr6	-	31765827	31766255	31766284	31773852	c
4506	chr6	-	32138038	32138715	32138847	32139074	c
4507	chr6	-	32307416	32311016	32311035	32317517	c
4508	chr6	-	32522749	32525694	32525963	32551886	c
4509	chr6	-	32790096	32796634	32796811	32797177	c
4510	chr6	-	32902765	32903120	32903154	32903313	c
4511	chr6	-	33234490	33235460	33235516	33235642	c
4512	chr6	-	33273165	33281071	33281254	33281471	c
4513	chr6	-	33273165	33275883	33275935	33280994	c
4514	chr6	-	34385325	34386147	34386201	34389507	c
4515	chr6	-	35096960	35103885	35103980	35107797	c
4516	chr6	-	35478788	35479426	35479583	35479957	c
4517	chr6	-	35554895	35558908	35558997	35565025	c
4518	chr6	-	35763631	35764587	35764683	35764982	c
4519	chr6	-	36946388	36949365	36949448	36953629	c
4520	chr6	-	36943494	36944275	36944374	36944975	c
4521	chr6	-	37180773	37182975	37183058	37186202	c
4522	chr6	-	37451066	37452587	37452638	37452876	c
4523	chr6	-	39267514	39268150	39268299	39271733	c
4524	chr6	-	39282906	39284079	39284218	39284558	c
4525	chr6	-	39313566	39314253	39314302	39325053	c
4526	chr6	-	41117657	41118000	41118051	41118557	c
4527	chr6	-	41657550	41658402	41658655	41658739	c
4528	chr6	-	41905133	41997748	41997928	42016239	c
4529	chr6	-	41903846	41904298	41904433	41904973	c
4530	chr6	-	42227462	42231059	42231306	42232442	c
4531	chr6	-	42937726	42941742	42941824	42942613	c
4532	chr6	-	43274052	43274185	43274255	43275350	c
4533	chr6	-	43481372	43483345	43483439	43483627	c
4534	chr6	-	44223382	44224080	44224229	44224422	c
4535	chr6	-	52659065	52660740	52660975	52660980	c
4536	chr6	-	52906207	52925735	52925844	52926394	c
4537	chr6	-	53429688	53434279	53434403	53481684	c
4538	chr6	-	70951158	70951668	70951738	70952365	c
4539	chr6	-	70992622	70992685	70992755	70993440	c
4540	chr6	-	70991168	70992602	70992621	70992684	c
4541	chr6	-	74123745	74134594	74134721	74135187	c
4542	chr6	-	86350283	86351011	86351157	86352515	c
4543	chr6	-	88251713	88255335	88255417	88265126	c
4544	chr6	-	88265224	88272421	88272503	88273848	c
4545	chr6	-	89479594	89511284	89511351	89554076	c
4546	chr6	-	90916401	90981569	90981660	91006199	c
4547	chr6	-	97702610	97711212	97711324	97715748	c
4548	chr6	-	99375699	99382639	99382755	99395682	c
4549	chr6	-	99862567	99864226	99864304	99873091	c
4550	chr6	-	99894340	99910344	99910691	99912480	c
4551	chr6	-	99891539	99893674	99894339	99912480	c
4552	chr6	-	108071018	108076776	108076868	108145328	c
4553	chr6	-	108194117	108197769	108197866	108202353	c
4554	chr6	-	108535827	108544155	108544249	108581964	c
4555	chr6	-	108535827	108543439	108543524	108544154	c
4556	chr6	-	109690221	109697278	109697315	109699103	c
4557	chr6	-	109690221	109691615	109691670	109697277	c
4558	chr6	-	109752549	109757308	109757402	109761659	c
4559	chr6	-	109771289	109771504	109771760	109772803	c
4560	chr6	-	109767616	109767633	109767688	109767882	c
4561	chr6	-	109894798	109900549	109900680	109900753	c
4562	chr6	-	111095141	111134363	111135327	111136774	c
4563	chr6	-	118973972	118985575	118985684	119031199	c
4564	chr6	-	119283129	119285833	119285936	119288000	c
4565	chr6	-	119653170	119669500	119669600	119669628	c
4566	chr6	-	121482203	121491552	121491673	121526221	c
4567	chr6	-	125262671	125266446	125266585	125269077	c
4568	chr6	-	127647720	127648027	127648098	127648141	c
4569	chr6	-	127648290	127651955	127652175	127664481	c
4570	chr6	-	130537762	130542783	130542920	130543839	c
4571	chr6	-	131184859	131186677	131186774	131188599	c
4572	chr6	-	133005645	133006395	133006542	133013362	c
4573	chr6	-	133050119	133052515	133052666	133055392	c
4574	chr6	-	135606786	135611562	135611663	135621638	c
4575	chr6	-	135606786	135607538	135607686	135611561	c
4576	chr6	-	136566008	136568600	136568698	136570175	c
4577	chr6	-	137476257	137477897	137477991	137479484	c
4578	chr6	-	137528215	137536405	137536458	137540380	c
4579	chr6	-	139226270	139228633	139228737	139229805	c
4580	chr6	-	143097329	143104659	143104752	143158072	c
4581	chr6	-	144290116	144306273	144306311	144385605	c
4582	chr6	-	149916371	149918200	149918325	149918643	c
4583	chr6	-	150057759	150059780	150059914	150063526	c
4584	chr6	-	152638122	152639217	152639398	152639998	c
4585	chr6	-	152668371	152671304	152671470	152671753	c
4586	chr6	-	158579397	158581965	158583184	158589172	c
4587	chr6	-	160106066	160109159	160109274	160113693	c
4588	chr6	-	160208904	160209091	160209175	160210437	c
4589	chr6	-	161575343	161587281	161587449	161653068	c
4590	chr6	-	161586746	161586871	161587126	161587280	c
4591	chr6	-	162394450	162475124	162475206	162622163	c
4592	chr6	-	166574455	166575936	166576108	166578093	c
4593	chr6	-	167352497	167356508	167356577	167357273	c
4594	chr6	-	169857730	169858317	169858559	169972515	c
4595	chr6	+	170888059	170889091	170889193	170892145	c
4596	chr7	+	883158	889158	889240	889560	c
4597	chr7	+	856311	872163	872238	878435	c
4598	chr7	+	1126881	1127835	1127957	1131043	c
4599	chr7	+	1615525	1622799	1622905	1624020	c
4600	chr7	+	2698650	2699575	2699674	2701302	c
4601	chr7	+	5016068	5023303	5023404	5024541	c
4602	chr7	+	5024707	5028695	5028808	5036241	c
4603	chr7	+	5863158	5870813	5870914	5873158	c
4604	chr7	+	5863158	5873159	5873199	5879580	c
4605	chr7	+	6414402	6415491	6415547	6426843	c
4606	chr7	+	7606704	7607239	7607319	7607657	c
4607	chr7	+	7607116	7607658	7607754	7612067	c
4608	chr7	+	12680143	12683764	12683940	12684209	c
4609	chr7	+	18633653	18668974	18669104	18674250	c
4610	chr7	+	23221826	23224690	23224917	23226671	c
4611	chr7	+	23724292	23725909	23728606	23728888	c
4612	chr7	+	26443138	26451806	26451859	26533415	c
4613	chr7	+	27797753	27805454	27805640	27809295	c
4614	chr7	+	30102359	30113688	30113748	30129769	c
4615	chr7	+	31011711	31013601	31013753	31014044	c
4616	chr7	+	31132350	31139745	31139824	31142851	c
4617	chr7	+	33390936	33392472	33392485	33397467	c
4618	chr7	+	35872511	35878175	35878267	35903162	c
4619	chr7	+	37960811	37988443	37988650	37989802	c
4620	chr7	+	38218023	38218693	38218747	38247048	c
4621	chr7	+	38381401	38389948	38390051	38415158	c
4622	chr7	+	43966156	43967614	43967710	43978030	c
4623	chr7	+	43978094	43982426	43982456	43982553	c
4624	chr7	+	43978094	43982554	43982630	43988231	c
4625	chr7	+	44839080	44839302	44839473	44840886	c
4626	chr7	+	45067397	45077853	45078025	45103517	c
4627	chr7	+	47835042	47857625	47857793	47870175	c
4628	chr7	+	48075228	48075806	48075960	48080931	c
4629	chr7	+	48092521	48094193	48094203	48099823	c
4630	chr7	+	50450406	50459428	50459531	50467616	c
4631	chr7	+	56045959	56046044	56046088	56049166	c
4632	chr7	+	56052572	56059522	56059577	56062587	c
4633	chr7	+	56145880	56146058	56146195	56147221	c
4634	chr7	+	56132072	56136176	56136331	56140690	c
4635	chr7	+	56140805	56141868	56141911	56142279	c
4636	chr7	+	64254950	64275955	64276031	64291829	c
4637	chr7	+	65338553	65413659	65413767	65419061	c
4638	chr7	+	65551650	65551732	65551808	65552321	c
4639	chr7	+	65592728	65595115	65595235	65595731	c
4640	chr7	+	66240381	66248688	66248828	66260498	c
4641	chr7	+	66386449	66387137	66387233	66406835	c
4642	chr7	+	66767873	66768970	66769090	66770974	c
4643	chr7	+	66771071	66773565	66773639	66773922	c
4644	chr7	+	72361650	72384303	72384365	72396800	c
4645	chr7	+	72442259	72745661	72745779	72754640	c
4646	chr7	+	72596189	72597156	72597338	72598701	c
4647	chr7	+	72634753	72635414	72635530	72637913	c
4648	chr7	+	73474378	73474471	73474514	73474706	c
4649	chr7	+	73449745	73450886	73450914	73452037	c
4650	chr7	+	73452070	73455547	73455581	73456944	c
4651	chr7	+	73455582	73457315	73457364	73460518	c
4652	chr7	+	74541772	74542144	74542186	74548943	c
4653	chr7	+	74990730	74991243	74991358	74994524	c
4654	chr7	+	74994913	74995222	74995328	74995593	c
4655	chr7	+	76093027	76106432	76106495	76109738	c
4656	chr7	+	77572104	77578996	77579150	77580934	c
4657	chr7	+	86794367	86795800	86795921	86800311	c
4658	chr7	+	86781872	86783707	86783844	86792555	c
4659	chr7	+	86792934	86793571	86793647	86794250	c
4660	chr7	+	89915714	89916817	89917063	89917548	c
4661	chr7	+	89929374	89933284	89933420	89934058	c
4662	chr7	+	89891371	89894616	89894691	89897600	c
4663	chr7	+	89982324	89983773	89983863	90001469	c
4664	chr7	+	89982324	89984401	89984544	90001469	c
4665	chr7	+	90963277	90964513	90964684	90964870	c
4666	chr7	+	91570462	91599788	91599822	91603025	c
4667	chr7	+	98972405	98974982	98975062	98983325	c
4668	chr7	+	99158319	99169312	99169415	99169868	c
4669	chr7	+	99436796	99447170	99447317	99453214	c
4670	chr7	+	99613350	99621778	99621930	99627484	c
4671	chr7	+	99701778	99702669	99702721	99702863	c
4672	chr7	+	99972057	99987512	99987729	99995502	c
4673	chr7	+	100153359	100154218	100154249	100159882	c
4674	chr7	+	100148135	100151717	100151881	100153233	c
4675	chr7	+	100193330	100197655	100197824	100198157	c
4676	chr7	+	100390167	100391443	100391640	100391742	c
4677	chr7	+	100473334	100478318	100478390	100478906	c
4678	chr7	+	100861499	100861601	100861766	100865885	c
4679	chr7	+	101838884	101839915	101840585	101916637	c
4680	chr7	+	101713698	101740645	101740781	101747616	c
4681	chr7	+	104377359	104485830	104485876	104546634	c
4682	chr7	+	104722245	104729674	104729808	104730456	c
4683	chr7	+	104746403	104746970	104747219	104747613	c
4684	chr7	+	104654983	104678574	104678646	104681286	c
4685	chr7	+	105624736	105641909	105642056	105644944	c
4686	chr7	+	107253878	107254100	107254177	107256706	c
4687	chr7	+	107220747	107221205	107221309	107224327	c
4688	chr7	+	110731561	110737084	110737189	110739937	c
4689	chr7	+	112124999	112126408	112126494	112126978	c
4690	chr7	+	114174762	114210866	114210936	114268595	c
4691	chr7	+	113726667	113803000	113803143	113928074	c
4692	chr7	+	114758880	114762233	114762301	114765497	c
4693	chr7	+	116139986	116140315	116140501	116146025	c
4694	chr7	+	116772015	116774179	116774246	116776135	c
4695	chr7	+	116829448	116830188	116830322	116830888	c
4696	chr7	+	117865064	117867987	117868045	117874485	c
4697	chr7	+	124660468	124765880	124766031	124778627	c
4698	chr7	+	128269513	128271735	128271923	128278828	c
4699	chr7	+	128445956	128446292	128446449	128446742	c
4700	chr7	+	129349074	129350215	129350411	129351315	c
4701	chr7	+	130007413	130007748	130007831	130008251	c
4702	chr7	+	129985046	129985680	129985736	129986234	c
4703	chr7	+	129985737	129986023	129986088	129986248	c
4704	chr7	+	130140374	130140631	130140731	130142485	c
4705	chr7	+	131155704	131163383	131163436	131172366	c
4706	chr7	+	138255588	138258253	138258387	138258528	c
4707	chr7	+	142982068	142983035	142983295	142983517	c
4708	chr7	+	148987130	148988648	148988836	148989302	c
4709	chr7	+	149572735	149576256	149576314	149576424	c
4710	chr7	+	150749325	150749504	150749561	150749661	c
4711	chr7	+	151057334	151058146	151058332	151064025	c
4712	chr7	+	151065974	151071184	151071287	151072934	c
4713	chr7	+	151653695	151654869	151654971	151664293	c
4714	chr7	+	152457012	152480273	152480327	152497616	c
4715	chr7	+	156932033	156961743	156961816	156962998	c
4716	chr7	-	1595121	1595487	1595747	1595750	c
4717	chr7	-	5352714	5363854	5363986	5368216	c
4718	chr7	-	5770449	5792478	5792610	5800634	c
4719	chr7	-	6502807	6505703	6505954	6509227	c
4720	chr7	-	8261029	8267269	8267481	8268231	c
4721	chr7	-	10977775	10978436	10978523	10979643	c
4722	chr7	-	14028765	14028894	14029089	14029188	c
4723	chr7	-	16502589	16503942	16504012	16505089	c
4724	chr7	-	16834644	16837256	16837318	16839368	c
4725	chr7	-	17915414	17928184	17928345	17929986	c
4726	chr7	-	17915414	17919056	17922566	17928183	c
4727	chr7	-	20825415	20825592	20825662	20826397	c
4728	chr7	-	23023665	23030681	23030758	23053544	c
4729	chr7	-	23381809	23383338	23383472	23385559	c
4730	chr7	-	23401361	23455749	23455838	23458395	c
4731	chr7	-	26230749	26231043	26231270	26232115	c
4732	chr7	-	27672065	27689093	27689242	27702317	c
4733	chr7	-	30618931	30624328	30624424	30624946	c
4734	chr7	-	32969721	32973452	32973508	32982482	c
4735	chr7	-	34609474	34682840	34682963	34743692	c
4736	chr7	-	34768429	34800725	34800803	34911111	c
4737	chr7	-	35674040	35674746	35675068	35677960	c
4738	chr7	-	36374788	36396512	36397199	36406525	c
4739	chr7	-	38309129	38309133	38309359	38313215	c
4740	chr7	-	38860866	38869855	38869928	38902145	c
4741	chr7	-	43671382	43671825	43673007	43679048	c
4742	chr7	-	43921557	43927015	43927084	43946161	c
4743	chr7	-	44272466	44273990	44274060	44274238	c
4744	chr7	-	44270654	44272422	44272465	44273989	c
4745	chr7	-	44556957	44558187	44558265	44560364	c
4746	chr7	-	44619228	44620693	44620838	44621048	c
4747	chr7	-	45023646	45023957	45024025	45025620	c
4748	chr7	-	50515988	50517199	50517243	50517277	c
4749	chr7	-	50514996	50515880	50515987	50517999	c
4750	chr7	-	56099748	56101075	56101187	56101654	c
4751	chr7	-	56101800	56110842	56110954	56118831	c
4752	chr7	-	56494704	56496079	56496134	56500181	c
4753	chr7	-	65432895	65435270	65435353	65439282	c
4754	chr7	-	66041920	66053500	66053567	66057244	c
4755	chr7	-	66041920	66049333	66049453	66053499	c
4756	chr7	-	66019825	66025567	66025662	66038372	c
4757	chr7	-	72420736	72424899	72425018	72425164	c
4758	chr7	-	73664111	73666760	73666828	73668601	c
4759	chr7	-	75643206	75651170	75651310	75657960	c
4760	chr7	-	86971001	86974360	86974422	86974550	c
4761	chr7	-	91874449	91874780	91874888	91875104	c
4762	chr7	-	93090260	93091376	93091422	93098027	c
4763	chr7	-	94218045	94227243	94227316	94228087	c
4764	chr7	-	94259154	94268654	94268760	94285302	c
4765	chr7	-	95864230	95906509	95906650	95926210	c
4766	chr7	-	97874380	97875235	97875477	97880731	c
4767	chr7	-	99262938	99264225	99264312	99264336	c
4768	chr7	-	99673254	99677196	99677279	99679258	c
4769	chr7	-	99710541	99710973	99711028	99711239	c
4770	chr7	-	99769841	99771459	99771620	99772308	c
4771	chr7	-	100001868	100002637	100002716	100004317	c
4772	chr7	-	99998960	100000140	100000199	100001317	c
4773	chr7	-	100228676	100229123	100229219	100229429	c
4774	chr7	-	100284443	100284630	100284669	100284921	c
4775	chr7	-	100401213	100402789	100402943	100403123	c
4776	chr7	-	100855656	100855812	100855936	100856123	c
4777	chr7	-	100962314	100964709	100964780	100964952	c
4778	chr7	-	100959824	100961406	100961494	100962237	c
4779	chr7	-	102182110	102185154	102185223	102207545	c
4780	chr7	-	102967132	102967780	102967825	102968103	c
4781	chr7	-	103052034	103053450	103053559	103061185	c
4782	chr7	-	104766322	104766696	104766787	104767440	c
4783	chr7	-	105283569	105289855	105290007	105305513	c
4784	chr7	-	106888945	106893494	106893521	106897177	c
4785	chr7	-	107412554	107414366	107414598	107415222	c
4786	chr7	-	108205550	108206397	108206466	108209934	c
4787	chr7	-	111161506	111172575	111172641	111201907	c
4788	chr7	-	111418426	111422921	111422980	111423913	c
4789	chr7	-	115596848	115614225	115614310	115624316	c
4790	chr7	-	123185731	123190525	123190640	123197458	c
4791	chr7	-	124503695	124510966	124511095	124532320	c
4792	chr7	-	124487053	124488641	124488713	124491926	c
4793	chr7	-	127251731	127252000	127252054	127253076	c
4794	chr7	-	127979846	127981173	127981273	127983730	c
4795	chr7	-	128045920	128049344	128049406	128049810	c
4796	chr7	-	130061849	130066488	130066600	130067796	c
4797	chr7	-	130056808	130058876	130061848	130066487	c
4798	chr7	-	134871922	134873255	134873297	134874096	c
4799	chr7	-	135069469	135073416	135073646	135079025	c
4800	chr7	-	136912823	136920892	136920989	136935977	c
4801	chr7	-	137172436	137178530	137178582	137206612	c
4802	chr7	-	138281276	138305792	138305880	138310714	c
4803	chr7	-	140037150	140045670	140045770	140048426	c
4804	chr7	-	140035305	140037085	140037149	140043212	c
4805	chr7	-	140175136	140178401	140178637	140178960	c
4806	chr7	-	140171812	140174182	140174289	140175018	c
4807	chr7	-	140171812	140173576	140173627	140174181	c
4808	chr7	-	141427946	141437184	141437367	141437998	c
4809	chr7	-	143420567	143530341	143530976	143533733	c
4810	chr7	-	143948704	143950627	143950681	143951527	c
4811	chr7	-	144288663	144304023	144304143	144320259	c
4812	chr7	-	148515210	148516071	148516151	148516688	c
4813	chr7	-	148511230	148512007	148512131	148512598	c
4814	chr7	-	148716290	148718060	148718239	148725413	c
4815	chr7	-	148771631	148777684	148777809	148787715	c
4816	chr7	-	149317129	149318232	149318263	149318351	c
4817	chr7	-	149250108	149255902	149255930	149317015	c
4818	chr7	-	149566948	149567332	149567440	149568731	c
4819	chr7	-	150775180	150775650	150775786	150776587	c
4820	chr7	-	150773920	150774189	150774323	150774397	c
4821	chr7	-	150940788	150942547	150942757	150972200	c
4822	chr7	-	151079068	151082175	151082309	151092862	c
4823	chr7	-	151188101	151195176	151195266	151216546	c
4824	chr7	-	156556490	156572350	156572426	156589083	c
4825	chr7	-	156476858	156480725	156480885	156516806	c
4826	chr7	-	156626487	156627173	156627269	156629507	c
4827	chr7	-	156619439	156626279	156626433	156626447	c
4828	chr7	-	158439256	158443525	158443664	158444985	c
4829	chr7	+	158494630	158496342	158496393	158497415	c
4830	chr8	+	381445	382887	382935	385615	c
4831	chr8	+	10532349	10544591	10544781	10555109	c
4832	chr8	+	11197229	11212579	11212687	11213614	c
4833	chr8	+	12053748	12056245	12056305	12059991	c
4834	chr8	+	15531346	15588176	15588238	15601047	c
4835	chr8	+	15601122	15605885	15605974	15621712	c
